"Name","Start","End","Duration"
"Power off","9/16/2019 5:28:48 PM","9/16/2019 8:22:49 PM","2:54:01"
"Active","9/16/2019 8:22:49 PM","9/16/2019 8:30:02 PM","0:07:13"
"Active","9/17/2019 7:56:17 AM","9/17/2019 10:38:51 AM","2:42:34"
"Away","9/17/2019 10:38:51 AM","9/17/2019 10:38:58 AM","0:00:07"
"Power off","9/17/2019 10:38:58 AM","9/17/2019 10:41:34 AM","0:02:36"
"Session lock","9/17/2019 10:41:34 AM","9/17/2019 10:41:50 AM","0:00:16"
"Active","9/17/2019 10:41:50 AM","9/17/2019 11:55:53 AM","1:14:03"
"Away","9/17/2019 11:55:53 AM","9/17/2019 11:56:33 AM","0:00:40"
"Power off","9/17/2019 11:56:33 AM","9/17/2019 12:07:15 PM","0:10:42"
"Session lock","9/17/2019 12:07:15 PM","9/17/2019 12:07:31 PM","0:00:16"
"Active","9/17/2019 12:07:31 PM","9/17/2019 12:18:59 PM","0:11:28"
"Power off","9/17/2019 12:18:59 PM","9/17/2019 12:33:52 PM","0:14:53"
"Session lock","9/17/2019 12:33:52 PM","9/17/2019 12:34:18 PM","0:00:26"
"Active","9/17/2019 12:34:18 PM","9/17/2019 12:48:25 PM","0:14:07"
"Away","9/17/2019 12:48:25 PM","9/17/2019 12:48:57 PM","0:00:32"
"Session lock","9/17/2019 12:48:57 PM","9/17/2019 12:49:02 PM","0:00:05"
"Power off","9/17/2019 12:49:02 PM","9/17/2019 2:17:33 PM","1:28:31"
"Session lock","9/17/2019 2:17:33 PM","9/17/2019 2:17:42 PM","0:00:09"
"Active","9/17/2019 2:17:42 PM","9/17/2019 3:23:39 PM","1:05:57"
"Away","9/17/2019 3:23:39 PM","9/17/2019 3:25:04 PM","0:01:25"
"Session lock","9/17/2019 3:25:04 PM","9/17/2019 3:25:09 PM","0:00:05"
"Power off","9/17/2019 3:25:09 PM","9/17/2019 5:35:32 PM","2:10:23"
"Session lock","9/17/2019 5:35:32 PM","9/17/2019 5:35:45 PM","0:00:13"
"Active","9/17/2019 5:35:45 PM","9/17/2019 6:11:48 PM","0:36:03"
"Active","9/18/2019 8:17:06 AM","9/18/2019 8:18:35 AM","0:01:29"
"Power off","9/18/2019 8:18:35 AM","9/18/2019 8:38:08 AM","0:19:33"
"Session lock","9/18/2019 8:38:08 AM","9/18/2019 8:38:30 AM","0:00:22"
"Active","9/18/2019 8:38:30 AM","9/18/2019 9:05:18 AM","0:26:48"
"Power off","9/18/2019 9:05:18 AM","9/18/2019 9:09:02 AM","0:03:44"
"Session lock","9/18/2019 9:09:02 AM","9/18/2019 9:09:09 AM","0:00:07"
"Active","9/18/2019 9:09:09 AM","9/18/2019 10:03:06 AM","0:53:57"
"Power off","9/18/2019 10:03:06 AM","9/18/2019 10:11:41 AM","0:08:35"
"Active","9/18/2019 10:11:41 AM","9/18/2019 11:01:58 AM","0:50:17"
"Power off","9/18/2019 11:01:58 AM","9/18/2019 11:10:48 AM","0:08:50"
"Session lock","9/18/2019 11:10:48 AM","9/18/2019 11:10:53 AM","0:00:05"
"Active","9/18/2019 11:10:53 AM","9/18/2019 11:13:26 AM","0:02:33"
"Away","9/18/2019 11:13:26 AM","9/18/2019 11:13:48 AM","0:00:22"
"Session lock","9/18/2019 11:13:48 AM","9/18/2019 11:13:54 AM","0:00:06"
"Power off","9/18/2019 11:13:54 AM","9/18/2019 3:46:07 PM","4:32:13"
"Session lock","9/18/2019 3:46:07 PM","9/18/2019 3:46:19 PM","0:00:12"
"Active","9/18/2019 3:46:19 PM","9/18/2019 4:03:01 PM","0:16:42"
"Active","9/19/2019 12:43:28 PM","9/19/2019 12:44:22 PM","0:00:54"
"Power off","9/19/2019 12:44:22 PM","9/19/2019 12:48:45 PM","0:04:23"
"Session lock","9/19/2019 12:48:45 PM","9/19/2019 12:48:51 PM","0:00:06"
"Active","9/19/2019 12:48:51 PM","9/19/2019 12:49:46 PM","0:00:55"
"Active","9/19/2019 12:51:48 PM","9/19/2019 1:46:27 PM","0:54:39"
"Power off","9/19/2019 1:46:27 PM","9/19/2019 6:05:52 PM","4:19:25"
"Session lock","9/19/2019 6:05:52 PM","9/19/2019 6:06:04 PM","0:00:12"
"Active","9/19/2019 6:06:04 PM","9/19/2019 6:48:16 PM","0:42:12"
"Active","9/21/2019 7:32:00 PM","9/21/2019 7:40:27 PM","0:08:27"
"Active","9/22/2019 8:51:36 AM","9/22/2019 9:05:09 AM","0:13:33"
"Away","9/22/2019 9:05:09 AM","9/22/2019 9:05:26 AM","0:00:17"
"Power off","9/22/2019 9:05:26 AM","9/22/2019 4:44:05 PM","7:38:39"
"Session lock","9/22/2019 4:44:05 PM","9/22/2019 4:44:29 PM","0:00:24"
"Active","9/22/2019 4:44:29 PM","9/22/2019 5:03:36 PM","0:19:07"
