Name,Start,End,Duration,Process
GitHub - deanbot/dark-sky-api: a simple and robust weather api using dark sky for client-side or server-side 1s - Google Chrome,9/12/2019 9:56,9/12/2019 9:56,0:00:17,Google Chrome
GitHub - deanbot/angular-dark-sky: Angular.1s provider for fetching current weather and forecast data using the Dark Sky API. - Google Chrome,9/12/2019 9:56,9/12/2019 9:57,0:00:38,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/12/2019 9:57,9/12/2019 9:57,0:00:13,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/12/2019 9:57,9/12/2019 9:57,0:00:05,Google Chrome
to do | Trello - Google Chrome,9/12/2019 9:57,9/12/2019 9:57,0:00:14,Google Chrome
Dashboard - Google Chrome,9/12/2019 9:57,9/12/2019 9:57,0:00:06,Google Chrome
ARE6386-07BG(23294) - Teach Art in High Edu - Google Chrome,9/12/2019 9:57,9/12/2019 9:57,0:00:08,Google Chrome
Syllabus for ARE6386-07BG(23294) - Teach Art in High Edu - Google Chrome,9/12/2019 9:57,9/12/2019 9:57,0:00:06,Google Chrome
ARE 6386: Teaching Art in Higher Education - Google Chrome,9/12/2019 9:57,9/12/2019 9:58,0:00:51,Google Chrome
Course Reserves - Google Chrome,9/12/2019 9:58,9/12/2019 9:58,0:00:05,Google Chrome
ARE 6386: Teaching Art in Higher Education - Google Chrome,9/12/2019 9:58,9/12/2019 9:58,0:00:06,Google Chrome
Course Reserves - Google Chrome,9/12/2019 9:58,9/12/2019 10:00,0:01:15,Google Chrome
Teaching after the End on 1STOR - Google Chrome,9/12/2019 10:00,9/12/2019 10:00,0:00:07,Google Chrome
Teaching after the End on 1STOR - Google Chrome,9/12/2019 10:00,9/12/2019 10:00,0:00:06,Google Chrome
Teaching after the End on 1STOR - Google Chrome,9/12/2019 10:00,9/12/2019 10:00,0:00:19,Google Chrome
Course Reserves - Google Chrome,9/12/2019 10:00,9/12/2019 10:00,0:00:10,Google Chrome
ares.dll - Google Chrome,9/12/2019 10:00,9/12/2019 10:01,0:00:35,Google Chrome
ARE 6386: Teaching Art in Higher Education - Google Chrome,9/12/2019 10:01,9/12/2019 10:01,0:00:06,Google Chrome
Course Reserves - Google Chrome,9/12/2019 10:01,9/12/2019 10:01,0:00:06,Google Chrome
ares.dll - Google Chrome,9/12/2019 10:01,9/12/2019 10:01,0:00:17,Google Chrome
ARE 6386: Teaching Art in Higher Education - Google Chrome,9/12/2019 10:01,9/12/2019 10:02,0:00:05,Google Chrome
Course Reserves - Google Chrome,9/12/2019 10:02,9/12/2019 10:02,0:00:17,Google Chrome
ARE 6386: Teaching Art in Higher Education - Google Chrome,9/12/2019 10:02,9/12/2019 10:02,0:00:05,Google Chrome
Course Reserves - Google Chrome,9/12/2019 10:02,9/12/2019 10:02,0:00:25,Google Chrome
ares.dll - Google Chrome,9/12/2019 10:02,9/12/2019 10:03,0:00:22,Google Chrome
Course Reserves - Google Chrome,9/12/2019 10:03,9/12/2019 10:03,0:00:09,Google Chrome
ares.dll - Google Chrome,9/12/2019 10:03,9/12/2019 10:03,0:00:25,Google Chrome
ARE 6386: Teaching Art in Higher Education - Google Chrome,9/12/2019 10:03,9/12/2019 10:03,0:00:10,Google Chrome
Save As,9/12/2019 10:03,9/12/2019 10:04,0:00:36,Google Chrome
ARE 6386: Teaching Art in Higher Education - Google Chrome,9/12/2019 10:04,9/12/2019 10:05,0:00:47,Google Chrome
Weather App - Google Chrome,9/12/2019 10:05,9/12/2019 10:05,0:00:14,Google Chrome
Access-Control-Allow-Origin - HTTP | MDN - Google Chrome,9/12/2019 10:09,9/12/2019 10:09,0:00:07,Google Chrome
to do | Trello - Google Chrome,9/12/2019 10:09,9/12/2019 10:09,0:00:06,Google Chrome
Weather App - Google Chrome,9/12/2019 10:09,9/12/2019 10:10,0:00:09,Google Chrome
ManicTime - STANDARD,9/12/2019 10:10,9/12/2019 10:10,0:00:34,ManicTime
Import and export,9/12/2019 10:10,9/12/2019 10:10,0:00:15,ManicTime
Save As,9/12/2019 10:10,9/12/2019 10:10,0:00:08,ManicTime
Weather App - Google Chrome,9/12/2019 10:10,9/12/2019 10:11,0:00:07,Google Chrome
File Explorer,9/12/2019 10:11,9/12/2019 10:11,0:00:07,Windows Explorer
Processing,9/12/2019 10:11,9/12/2019 10:11,0:00:10,Windows Explorer
ManicTimeData_2019-09-12 - Notepad,9/12/2019 10:11,9/12/2019 10:11,0:00:07,Notepad
Import and export,9/12/2019 10:11,9/12/2019 10:11,0:00:10,ManicTime
Export,9/12/2019 10:11,9/12/2019 10:11,0:00:06,ManicTime
Processing,9/12/2019 10:11,9/12/2019 10:11,0:00:07,Windows Explorer
ManicTimeData_2019-09-12 - WordPad,9/12/2019 10:11,9/12/2019 10:12,0:00:28,Windows Wordpad Application
Opening - Excel,9/12/2019 10:12,9/12/2019 10:12,0:00:06,Microsoft Excel
ManicTimeData_2019-09-12 - Excel,9/12/2019 10:12,9/12/2019 10:12,0:00:16,Microsoft Excel
Processing,9/12/2019 10:12,9/12/2019 10:12,0:00:14,Windows Explorer
Import and export,9/12/2019 10:12,9/12/2019 10:13,0:00:13,ManicTime
processing-3.5.3,9/12/2019 10:13,9/12/2019 10:13,0:00:05,Windows Explorer
processing,9/12/2019 10:13,9/12/2019 10:13,0:00:29,processing
sketch_190912a | Processing 3.5.3,9/12/2019 10:13,9/12/2019 10:13,0:00:07,1
Save sketch folder as...,9/12/2019 10:13,9/12/2019 10:13,0:00:10,1
comp_use | Processing 3.5.3,9/12/2019 10:13,9/12/2019 10:14,0:00:06,1
Processing,9/12/2019 10:14,9/12/2019 10:14,0:00:05,Windows Explorer
processing,9/12/2019 10:14,9/12/2019 10:14,0:00:05,processing
comp_use | Processing 3.5.3,9/12/2019 10:14,9/12/2019 10:14,0:00:05,1
feeling_data | Processing 3.5.3,9/12/2019 10:14,9/12/2019 10:14,0:00:34,1
comp_use | Processing 3.5.3,9/12/2019 10:14,9/12/2019 10:15,0:00:20,1
Processing,9/12/2019 10:15,9/12/2019 10:15,0:00:21,Windows Explorer
comp_use,9/12/2019 10:15,9/12/2019 10:15,0:00:12,Windows Explorer
comp_use | Processing 3.5.3,9/12/2019 10:15,9/12/2019 10:15,0:00:12,1
Opening - Excel,9/12/2019 10:15,9/12/2019 10:16,0:00:06,Microsoft Excel
feeling_data | Processing 3.5.3,9/12/2019 10:16,9/12/2019 10:16,0:00:06,1
comp_use | Processing 3.5.3,9/12/2019 10:16,9/12/2019 10:16,0:00:45,1
feeling_data | Processing 3.5.3,9/12/2019 10:16,9/12/2019 10:17,0:00:14,1
comp_use | Processing 3.5.3,9/12/2019 10:17,9/12/2019 10:17,0:00:35,1
New Tab - Google Chrome,9/12/2019 10:17,9/12/2019 10:18,0:00:15,Google Chrome
turn time into int processing - Google Search - Google Chrome,9/12/2019 10:18,9/12/2019 10:18,0:00:07,Google Chrome
int() \ Language (API) \ Processing 3+ - Google Chrome,9/12/2019 10:18,9/12/2019 10:18,0:00:07,Google Chrome
turn time into int processing - Google Search - Google Chrome,9/12/2019 10:18,9/12/2019 10:18,0:00:05,Google Chrome
turn time into float processing - Google Search - Google Chrome,9/12/2019 10:18,9/12/2019 10:18,0:00:05,Google Chrome
float() \ Language (API) \ Processing 3+ - Google Chrome,9/12/2019 10:18,9/12/2019 10:18,0:00:06,Google Chrome
comp_use | Processing 3.5.3,9/12/2019 10:18,9/12/2019 10:19,0:00:47,1
comp_use,9/12/2019 10:19,9/12/2019 10:19,0:00:06,1
comp_use | Processing 3.5.3,9/12/2019 10:19,9/12/2019 10:19,0:00:11,1
comp_use,9/12/2019 10:19,9/12/2019 10:19,0:00:05,1
comp_use | Processing 3.5.3,9/12/2019 10:19,9/12/2019 10:21,0:01:50,1
comp_use,9/12/2019 10:21,9/12/2019 10:21,0:00:06,1
comp_use | Processing 3.5.3,9/12/2019 10:21,9/12/2019 10:22,0:00:30,1
comp_use,9/12/2019 10:22,9/12/2019 10:22,0:00:05,1
comp_use | Processing 3.5.3,9/12/2019 10:22,9/12/2019 10:23,0:01:13,1
comp_use,9/12/2019 10:23,9/12/2019 10:23,0:00:05,1
comp_use | Processing 3.5.3,9/12/2019 10:23,9/12/2019 10:23,0:00:10,1
comp_use,9/12/2019 10:23,9/12/2019 10:23,0:00:06,1
comp_use | Processing 3.5.3,9/12/2019 10:23,9/12/2019 10:24,0:00:40,1
float() \ Language (API) \ Processing 3+ - Google Chrome,9/12/2019 10:24,9/12/2019 10:24,0:00:06,Google Chrome
float() \ Language (API) \ Processing 3+ - Google Chrome,9/12/2019 10:24,9/12/2019 10:24,0:00:08,Google Chrome
node.1s - 1avascript - Convert Time to Integer and Integer to Time - Stack Overflow - Google Chrome,9/12/2019 10:24,9/12/2019 10:24,0:00:14,Google Chrome
convert time to int 1avascript - Google Search - Google Chrome,9/12/2019 10:24,9/12/2019 10:25,0:00:12,Google Chrome
1avascript seconds to minutes and seconds - Stack Overflow - Google Chrome,9/12/2019 10:25,9/12/2019 10:25,0:00:09,Google Chrome
"convert hours, minutes, seconds to int 1avascript - Google Search - Google Chrome",9/12/2019 10:25,9/12/2019 10:25,0:00:05,Google Chrome
time - Convert HH:MM:SS string to seconds only in 1avascript - Stack Overflow - Google Chrome,9/12/2019 10:25,9/12/2019 10:25,0:00:41,Google Chrome
comp_use | Processing 3.5.3,9/12/2019 10:25,9/12/2019 10:26,0:00:18,1
time - Convert HH:MM:SS string to seconds only in 1avascript - Stack Overflow - Google Chrome,9/12/2019 10:26,9/12/2019 10:26,0:00:05,Google Chrome
split() \ Language (API) \ Processing 3+ - Google Chrome,9/12/2019 10:26,9/12/2019 10:26,0:00:15,Google Chrome
comp_use | Processing 3.5.3,9/12/2019 10:26,9/12/2019 10:28,0:01:43,1
comp_use,9/12/2019 10:28,9/12/2019 10:28,0:00:13,1
comp_use | Processing 3.5.3,9/12/2019 10:28,9/12/2019 10:29,0:00:45,1
comp_use,9/12/2019 10:29,9/12/2019 10:29,0:00:15,1
comp_use | Processing 3.5.3,9/12/2019 10:29,9/12/2019 10:29,0:00:17,1
comp_use,9/12/2019 10:29,9/12/2019 10:30,0:00:12,1
comp_use | Processing 3.5.3,9/12/2019 10:30,9/12/2019 10:30,0:00:37,1
comp_use,9/12/2019 10:30,9/12/2019 10:31,0:00:36,1
ARE 6386: Teaching Art in Higher Education - Google Chrome,9/12/2019 10:31,9/12/2019 10:32,0:01:23,Google Chrome
New Tab - Google Chrome,9/12/2019 10:32,9/12/2019 10:32,0:00:07,Google Chrome
get screentime data off your iphone - Google Search - Google Chrome,9/12/2019 10:32,9/12/2019 10:33,0:00:22,Google Chrome
"Use Screen Time on your iPhone, iPad, or iPod touch - Apple Support - Google Chrome",9/12/2019 10:33,9/12/2019 10:33,0:00:22,Google Chrome
get screentime data from your iphone - Google Search - Google Chrome,9/12/2019 10:33,9/12/2019 10:33,0:00:10,Google Chrome
3 Simple Ways to Check Your Screen Time Usage on iPhone or iPad - Google Chrome,9/12/2019 10:33,9/12/2019 10:34,0:00:36,Google Chrome
get screentime data from your iphone - Google Search - Google Chrome,9/12/2019 10:34,9/12/2019 10:34,0:00:09,Google Chrome
pull screen time data from your iphone onto your computer - Google Search - Google Chrome,9/12/2019 10:34,9/12/2019 10:35,0:01:19,Google Chrome
ARE 6386: Teaching Art in Higher Education - Google Chrome,9/12/2019 10:35,9/12/2019 10:37,0:01:50,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/12/2019 10:37,9/12/2019 10:39,0:01:51,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/12/2019 15:12,9/12/2019 15:12,0:00:07,Google Chrome
MyUFHealth - Login Page - Google Chrome,9/12/2019 15:12,9/12/2019 15:12,0:00:10,Google Chrome
MyUFHealth - Login Page - Google Chrome,9/12/2019 15:12,9/12/2019 15:13,0:00:59,Google Chrome
MyUFHealth - Password Reset Page - Google Chrome,9/12/2019 15:13,9/12/2019 15:13,0:00:16,Google Chrome
MyUFHealth - Additional Security Verification - Google Chrome,9/12/2019 15:13,9/12/2019 15:13,0:00:09,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/12/2019 15:13,9/12/2019 15:13,0:00:06,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/12/2019 15:13,9/12/2019 15:13,0:00:06,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/12/2019 15:13,9/12/2019 15:14,0:00:06,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/12/2019 15:14,9/12/2019 15:14,0:00:06,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/12/2019 15:14,9/12/2019 15:14,0:00:06,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/12/2019 15:14,9/12/2019 15:14,0:00:06,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/12/2019 15:14,9/12/2019 15:14,0:00:05,Google Chrome
MyUFHealth - Additional Security Verification - Google Chrome,9/12/2019 15:14,9/12/2019 15:14,0:00:21,Google Chrome
MyUFHealth - Home - Google Chrome,9/12/2019 15:14,9/12/2019 15:14,0:00:08,Google Chrome
MyUFHealth - Appointments and Visits - Google Chrome,9/12/2019 15:14,9/12/2019 15:15,0:00:11,Google Chrome
MyUFHealth - Visit Summary - Google Chrome,9/12/2019 15:15,9/12/2019 15:15,0:00:22,Google Chrome
MyUFHealth - Immunizations - Google Chrome,9/12/2019 15:15,9/12/2019 15:15,0:00:18,Google Chrome
MyUFHealth - Immunizations - Google Chrome,9/12/2019 15:15,9/12/2019 15:16,0:00:12,Google Chrome
MyUFHealth - Immunizations - Google Chrome,9/12/2019 15:16,9/12/2019 15:16,0:00:15,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/12/2019 15:16,9/12/2019 15:16,0:00:06,Google Chrome
"Mail - Kozal,Meghan Kathryn - Outlook - Google Chrome",9/12/2019 15:16,9/12/2019 15:16,0:00:11,Google Chrome
Messenger - Google Chrome,9/12/2019 15:16,9/12/2019 15:21,0:05:15,Google Chrome
Untitled - Google Chrome,9/12/2019 15:21,9/12/2019 15:21,0:00:05,Google Chrome
to do | Trello - Google Chrome,9/12/2019 15:21,9/12/2019 15:22,0:00:22,Google Chrome
"Google Calendar - Week of September 8, 2019 - Google Chrome",9/12/2019 15:22,9/12/2019 15:26,0:03:46,Google Chrome
"Google Calendar - Week of September 15, 2019 - Google Chrome",9/12/2019 15:26,9/12/2019 15:26,0:00:06,Google Chrome
"Google Calendar - Week of September 8, 2019 - Google Chrome",9/12/2019 15:26,9/12/2019 15:26,0:00:24,Google Chrome
ManicTime - STANDARD,9/12/2019 15:26,9/12/2019 15:27,0:00:45,ManicTime
weather.html — C:\Users\megha\Desktop\Misc\Fall 2018 Class\mkkzl.github.io — Atom,9/12/2019 15:27,9/12/2019 15:27,0:00:06,Atom
Windows Explorer,9/12/2019 15:27,9/12/2019 15:27,0:00:05,Windows Explorer
comp_use | Processing 3.5.3,9/12/2019 15:27,9/12/2019 15:27,0:00:06,1
Data Artists - OneNote,9/12/2019 15:27,9/12/2019 15:27,0:00:09,Microsoft OneNote
"Google Calendar - Week of September 8, 2019 - Google Chrome",9/12/2019 15:27,9/12/2019 15:27,0:00:08,Google Chrome
Course Reserves - Google Chrome,9/12/2019 15:27,9/12/2019 15:28,0:01:04,Google Chrome
How to Connect to an API with 1avaScript – Tania Rascia - Google Chrome,9/12/2019 15:28,9/12/2019 15:29,0:00:07,Google Chrome
Backup and Sync,9/12/2019 15:29,9/12/2019 15:29,0:00:09,googledrivesync
Windows Explorer,9/12/2019 15:50,9/12/2019 15:50,0:00:05,Windows Explorer
Google Chrome,9/12/2019 15:50,9/12/2019 15:50,0:00:10,Google Chrome
New Tab - Google Chrome,9/12/2019 15:50,9/12/2019 15:50,0:00:06,Google Chrome
Netflix - Google Chrome,9/12/2019 15:50,9/12/2019 15:50,0:00:18,Google Chrome
Netflix - Google Chrome,9/12/2019 15:50,9/12/2019 15:54,0:03:26,Google Chrome
Netflix - Google Chrome,9/12/2019 16:18,9/12/2019 16:22,0:04:35,Google Chrome
Netflix - Google Chrome,9/12/2019 16:59,9/12/2019 16:59,0:00:08,Google Chrome
How to Connect to an API with 1avaScript – Tania Rascia - Google Chrome,9/12/2019 16:59,9/12/2019 17:00,0:00:43,Google Chrome
to do | Trello - Google Chrome,9/12/2019 17:00,9/12/2019 17:00,0:00:19,Google Chrome
New Tab - Google Chrome,9/12/2019 17:18,9/12/2019 17:18,0:00:05,Google Chrome
Netflix - Google Chrome,9/12/2019 17:18,9/12/2019 17:20,0:01:26,Google Chrome
Netflix - Google Chrome,9/12/2019 17:20,9/12/2019 17:20,0:00:06,Google Chrome
Netflix - Google Chrome,9/12/2019 17:20,9/12/2019 17:20,0:00:18,Google Chrome
Netflix - Google Chrome,9/12/2019 17:20,9/12/2019 17:22,0:02:11,Google Chrome
to do | Trello - Google Chrome,9/12/2019 17:22,9/12/2019 17:22,0:00:01,Google Chrome
to do | Trello - Google Chrome,9/13/2019 8:41,9/13/2019 8:42,0:00:17,Google Chrome
Windows Explorer,9/13/2019 8:42,9/13/2019 8:42,0:00:55,Windows Explorer
Messenger - Google Chrome,9/13/2019 8:42,9/13/2019 8:43,0:00:08,Google Chrome
Messenger - Google Chrome,9/13/2019 8:43,9/13/2019 8:43,0:00:12,Google Chrome
Messenger - Google Chrome,9/13/2019 8:43,9/13/2019 8:43,0:00:39,Google Chrome
File Explorer,9/13/2019 8:43,9/13/2019 8:43,0:00:05,Windows Explorer
teaching art - Google Docs - Google Chrome,9/13/2019 8:43,9/13/2019 8:44,0:00:14,Google Chrome
Fall 2019,9/13/2019 8:44,9/13/2019 8:44,0:00:07,Windows Explorer
reading2_1_teaching.pdf - Adobe Acrobat Reader DC,9/13/2019 8:44,9/13/2019 8:44,0:00:10,Adobe Acrobat Reader DC
reading2_2_teaching.pdf - Adobe Acrobat Reader DC,9/13/2019 8:44,9/13/2019 8:44,0:00:07,Adobe Acrobat Reader DC
reading2_3_teaching.pdf - Adobe Acrobat Reader DC,9/13/2019 8:44,9/13/2019 8:44,0:00:12,Adobe Acrobat Reader DC
Google Chrome,9/13/2019 8:44,9/13/2019 8:44,0:00:07,Google Chrome
Messenger - Google Chrome,9/13/2019 8:44,9/13/2019 8:46,0:01:04,Google Chrome
Windows Explorer,9/13/2019 8:46,9/13/2019 8:46,0:00:05,Windows Explorer
Messenger - Google Chrome,9/13/2019 8:46,9/13/2019 8:47,0:00:56,Google Chrome
Google Chrome,9/13/2019 8:47,9/13/2019 8:47,0:00:06,Google Chrome
teaching art - Google Docs - Google Chrome,9/13/2019 8:47,9/13/2019 8:47,0:00:06,Google Chrome
reading2_3_teaching.pdf - Adobe Acrobat Reader DC,9/13/2019 8:47,9/13/2019 8:47,0:00:06,Adobe Acrobat Reader DC
teaching art - Google Docs - Google Chrome,9/13/2019 8:47,9/13/2019 8:47,0:00:05,Google Chrome
reading2_3_teaching.pdf - Adobe Acrobat Reader DC,9/13/2019 8:47,9/13/2019 8:48,0:01:05,Adobe Acrobat Reader DC
Messenger - Google Chrome,9/13/2019 8:48,9/13/2019 8:49,0:00:34,Google Chrome
teaching art - Google Docs - Google Chrome,9/13/2019 8:49,9/13/2019 8:56,0:07:30,Google Chrome
reading2_3_teaching.pdf - Adobe Acrobat Reader DC,9/13/2019 8:56,9/13/2019 8:59,0:03:02,Adobe Acrobat Reader DC
Messenger - Google Chrome,9/13/2019 8:59,9/13/2019 9:00,0:01:23,Google Chrome
teaching art - Google Docs - Google Chrome,9/13/2019 9:00,9/13/2019 9:01,0:00:27,Google Chrome
Messenger - Google Chrome,9/13/2019 9:01,9/13/2019 9:03,0:01:42,Google Chrome
teaching art - Google Docs - Google Chrome,9/13/2019 9:03,9/13/2019 9:03,0:00:47,Google Chrome
Messenger - Google Chrome,9/13/2019 9:03,9/13/2019 9:04,0:00:34,Google Chrome
teaching art - Google Docs - Google Chrome,9/13/2019 9:04,9/13/2019 9:04,0:00:11,Google Chrome
Messenger - Google Chrome,9/13/2019 9:04,9/13/2019 9:05,0:00:31,Google Chrome
teaching art - Google Docs - Google Chrome,9/13/2019 9:05,9/13/2019 9:07,0:02:33,Google Chrome
Messenger - Google Chrome,9/13/2019 9:07,9/13/2019 9:08,0:00:37,Google Chrome
teaching art - Google Docs - Google Chrome,9/13/2019 9:08,9/13/2019 9:09,0:00:56,Google Chrome
Messenger - Google Chrome,9/13/2019 9:09,9/13/2019 9:09,0:00:15,Google Chrome
teaching art - Google Docs - Google Chrome,9/13/2019 9:09,9/13/2019 9:10,0:00:38,Google Chrome
teaching art - Google Docs - Google Chrome,9/13/2019 9:28,9/13/2019 9:28,0:00:05,Google Chrome
Messenger - Google Chrome,9/13/2019 9:28,9/13/2019 9:30,0:02:31,Google Chrome
teaching art - Google Docs - Google Chrome,9/13/2019 9:30,9/13/2019 9:31,0:01:05,Google Chrome
reading2_3_teaching.pdf - Adobe Acrobat Reader DC,9/13/2019 9:31,9/13/2019 9:31,0:00:05,Adobe Acrobat Reader DC
teaching art - Google Docs - Google Chrome,9/13/2019 9:31,9/13/2019 9:33,0:01:19,Google Chrome
Messenger - Google Chrome,9/13/2019 9:33,9/13/2019 9:33,0:00:41,Google Chrome
(1) Messenger - Google Chrome,9/13/2019 9:33,9/13/2019 9:34,0:00:05,Google Chrome
Messenger - Google Chrome,9/13/2019 9:34,9/13/2019 9:35,0:01:19,Google Chrome
teaching art - Google Docs - Google Chrome,9/13/2019 9:35,9/13/2019 9:37,0:02:33,Google Chrome
Skype,9/13/2019 9:37,9/13/2019 9:37,0:00:05,Skype
Messenger - Google Chrome,9/13/2019 9:37,9/13/2019 9:38,0:00:09,Google Chrome
Skype,9/13/2019 9:38,9/13/2019 9:38,0:00:47,Skype
Messenger - Google Chrome,9/13/2019 9:38,9/13/2019 9:39,0:00:34,Google Chrome
(1) Messenger - Google Chrome,9/13/2019 9:39,9/13/2019 9:39,0:00:24,Google Chrome
Messenger - Google Chrome,9/13/2019 9:39,9/13/2019 9:40,0:00:26,Google Chrome
teaching art - Google Docs - Google Chrome,9/13/2019 9:40,9/13/2019 9:40,0:00:30,Google Chrome
Messenger - Google Chrome,9/13/2019 9:40,9/13/2019 9:41,0:00:42,Google Chrome
teaching art - Google Docs - Google Chrome,9/13/2019 9:41,9/13/2019 9:44,0:03:12,Google Chrome
Messenger - Google Chrome,9/13/2019 9:44,9/13/2019 9:45,0:00:38,Google Chrome
teaching art - Google Docs - Google Chrome,9/13/2019 9:45,9/13/2019 9:46,0:00:56,Google Chrome
reading2_2_teaching.pdf - Adobe Acrobat Reader DC,9/13/2019 9:46,9/13/2019 9:48,0:01:52,Adobe Acrobat Reader DC
Messenger - Google Chrome,9/13/2019 9:48,9/13/2019 9:50,0:02:22,Google Chrome
reading2_2_teaching.pdf - Adobe Acrobat Reader DC,9/13/2019 9:50,9/13/2019 9:50,0:00:06,Adobe Acrobat Reader DC
Messenger - Google Chrome,9/13/2019 9:50,9/13/2019 9:51,0:00:47,Google Chrome
(1) Messenger - Google Chrome,9/13/2019 9:51,9/13/2019 9:51,0:00:31,Google Chrome
Messenger - Google Chrome,9/13/2019 9:51,9/13/2019 9:52,0:00:14,Google Chrome
Gmail - Google Chrome,9/13/2019 9:52,9/13/2019 9:52,0:00:06,Google Chrome
Inbox - meghankozal@gmail.com - Gmail - Google Chrome,9/13/2019 9:52,9/13/2019 9:52,0:00:16,Google Chrome
Gmail - Google Chrome,9/13/2019 9:52,9/13/2019 9:52,0:00:07,Google Chrome
Gmail - Google Chrome,9/13/2019 9:52,9/13/2019 9:52,0:00:17,Google Chrome
Inbox (2) - mkozal@alumni.nd.edu - University of Notre Dame Alumni Association Mail - Google Chrome,9/13/2019 9:52,9/13/2019 9:52,0:00:06,Google Chrome
Messenger - Google Chrome,9/13/2019 9:52,9/13/2019 9:53,0:00:10,Google Chrome
Critical security alert - mkozal@alumni.nd.edu - University of Notre Dame Alumni Association Mail - Google Chrome,9/13/2019 9:53,9/13/2019 9:53,0:00:07,Google Chrome
Critical security alert - Google Chrome,9/13/2019 9:53,9/13/2019 9:53,0:00:21,Google Chrome
University of Notre Dame - Sign In - Google Chrome,9/13/2019 9:53,9/13/2019 9:53,0:00:05,Google Chrome
University of Notre Dame - Sign In - Google Chrome,9/13/2019 9:53,9/13/2019 9:54,0:00:18,Google Chrome
University of Notre Dame - Settings - Google Chrome,9/13/2019 9:54,9/13/2019 9:54,0:00:49,Google Chrome
Inbox (1) - mkozal@alumni.nd.edu - University of Notre Dame Alumni Association Mail - Google Chrome,9/13/2019 9:54,9/13/2019 9:54,0:00:07,Google Chrome
Inbox - mkozal@alumni.nd.edu - University of Notre Dame Alumni Association Mail - Google Chrome,9/13/2019 9:54,9/13/2019 9:55,0:00:07,Google Chrome
Google Account - Google Chrome,9/13/2019 9:55,9/13/2019 9:55,0:00:12,Google Chrome
Google Account - Google Chrome,9/13/2019 9:55,9/13/2019 9:55,0:00:06,Google Chrome
Sign in - Google Accounts - Google Chrome,9/13/2019 9:55,9/13/2019 9:55,0:00:06,Google Chrome
Password - Google Chrome,9/13/2019 9:55,9/13/2019 9:56,0:00:51,Google Chrome
Google Account - Google Chrome,9/13/2019 9:56,9/13/2019 9:56,0:00:07,Google Chrome
Sign in - Google Accounts - Google Chrome,9/13/2019 9:56,9/13/2019 9:56,0:00:08,Google Chrome
Sign in - Google Accounts - Google Chrome,9/13/2019 9:56,9/13/2019 9:56,0:00:06,Google Chrome
2-Step Verification - Google Chrome,9/13/2019 9:56,9/13/2019 9:56,0:00:11,Google Chrome
2-Step Verification - Google Chrome,9/13/2019 9:56,9/13/2019 9:57,0:00:25,Google Chrome
Inbox - mkozal@alumni.nd.edu - University of Notre Dame Alumni Association Mail - Google Chrome,9/13/2019 9:57,9/13/2019 9:57,0:00:06,Google Chrome
Messenger - Google Chrome,9/13/2019 9:57,9/13/2019 9:58,0:01:38,Google Chrome
reading2_2_teaching.pdf - Adobe Acrobat Reader DC,9/13/2019 9:58,9/13/2019 9:59,0:00:45,Adobe Acrobat Reader DC
Messenger - Google Chrome,9/13/2019 9:59,9/13/2019 10:00,0:00:29,Google Chrome
teaching art - Google Docs - Google Chrome,9/13/2019 10:00,9/13/2019 10:03,0:03:06,Google Chrome
Messenger - Google Chrome,9/13/2019 10:03,9/13/2019 10:03,0:00:09,Google Chrome
teaching art - Google Docs - Google Chrome,9/13/2019 10:03,9/13/2019 10:04,0:00:36,Google Chrome
Messenger - Google Chrome,9/13/2019 10:04,9/13/2019 10:04,0:00:45,Google Chrome
teaching art - Google Docs - Google Chrome,9/13/2019 10:04,9/13/2019 10:07,0:02:11,Google Chrome
Messenger - Google Chrome,9/13/2019 10:07,9/13/2019 10:07,0:00:52,Google Chrome
Skype,9/13/2019 10:07,9/13/2019 10:07,0:00:05,Application Frame Host
Messenger - Google Chrome,9/13/2019 10:07,9/13/2019 10:07,0:00:01,Google Chrome
Messenger - Google Chrome,9/13/2019 12:10,9/13/2019 12:10,0:00:29,Google Chrome
teaching art - Google Docs - Google Chrome,9/13/2019 12:10,9/13/2019 12:10,0:00:08,Google Chrome
Messenger - Google Chrome,9/13/2019 12:10,9/13/2019 12:12,0:01:20,Google Chrome
"Google Calendar - Week of September 8, 2019 - Google Chrome",9/13/2019 12:12,9/13/2019 12:12,0:00:12,Google Chrome
Messenger - Google Chrome,9/13/2019 12:12,9/13/2019 12:12,0:00:20,Google Chrome
Cortana,9/13/2019 12:12,9/13/2019 12:12,0:00:05,Search and Cortana application
